registration_number,system_id,entity_name,carrier_category,status,structure_type,overall_height_agl,overall_height_amsl,city,state,county_fips,zip_code
A1211764,1054077,,Unknown,C,TOWER,57.9,60.7,ASHLAND,VA,51085,23005
A1302045,1054078,,Unknown,C,MTOWER,57.9,60.6,PETERSBURG,VA,51730,23803
A1206130,1054277,,Unknown,C,TOWER,41.2,42.7,YORK COUNTY,VA,51199,23693
A1288744,1054324,,Unknown,C,MTOWER,46.0,46.0,Richmond,VA,51041,23234
A1092918,1054567,,Unknown,C,TOWER,90.5,91.4,LOUISIA,VA,51109,23093
A1018088,1054800,,Unknown,C,TOWER,45.7,45.7,CHARLOTTESVILLE,VA,51003,22911
A1018089,1054801,,Unknown,C,LTOWER,45.1,46.9,CHARLOTTESVILLE,VA,51003,22911
A1211795,1054849,,Unknown,C,TOWER,27.4,28.6,GLEN ALLEN,VA,51085,23005
A1018090,1054986,,Unknown,C,TOWER,100.6,102.1,EDINBURG,VA,51171,22824
A1342656,1054987,,Unknown,C,LTOWER,59.4,60.5,STAUNTON,VA,51790,24401
A1226232,1055053,,Unknown,C,MTOWER,63.7,67.4,STAUNTON,VA,51015,24401
A1313260,1055054,,Unknown,C,LTOWER,60.3,60.9,Verona,VA,51015,24432
A1018092,1055099,,Unknown,C,MTOWER,44.8,47.2,BLACKSBURG,VA,51121,24060
A1032065,1055101,Shenandoah Personal Communications,Other,C,TANK,45.7,45.7,RADFORD,VA,51750,24141
A1018093,1055130,,Unknown,C,TOWER,68.6,70.1,CHRISTIANSBURG,VA,51121,24073
A1018094,1055136,,Unknown,C,TOWER,58.8,60.7,GORDONSVILLE,VA,51109,22942
A1018095,1055139,,Unknown,C,TOWER,59.4,60.7,HARRISONBURG,VA,51165,22802
A1052499,1055143,,Unknown,C,LTOWER,60.0,61.9,RUCKERSVILLE,VA,51079,22968
A1032066,1055144,Shenandoah Personal Communications,Other,C,TOWER,30.5,30.5,ALBEMARLE COUNTY,VA,51003,22980
A1282356,1055145,,Unknown,C,MTOWER,24.7,30.5,Roseland,VA,51125,22967
A1305120,1055310,,Unknown,C,GTOWER,97.5,98.7,MINERAL,VA,51109,23117
A1309610,1055342,,Unknown,C,LTOWER,70.7,72.5,Spotsylvania,VA,51177,22551
A0874899,1055659,,Unknown,C,LTOWER,80.7,80.7,POWHATAN,VA,51145,23139
A1211797,1055805,,Unknown,C,TOWER,57.9,60.6,RICHMOND,VA,51087,23231
A1020343,1056081,,Unknown,C,TOWER,61.6,67.7,PRINCE GEORGE,VA,51149,23830
A1020344,1056082,,Unknown,C,TOWER,57.9,59.4,STONY CREEK,VA,51183,23882
A1020345,1056084,,Unknown,C,TOWER,57.9,59.4,JARRETT,VA,51183,23867
A1020346,1056085,,Unknown,C,TOWER,57.9,60.0,STONY CREEK,VA,51183,23882
A1208943,1056086,,Unknown,C,LTOWER,57.9,59.4,EMPORIA,VA,51081,23847
A1211800,1056211,,Unknown,C,TOWER,57.9,60.4,SUTHERLAND,VA,51053,23885
A1211801,1056401,,Unknown,C,TOWER,58.8,60.7,MIDLOTHIAN,VA,51041,23112
A1211569,1056443,,Unknown,C,MTOWER,33.5,35.1,HERNDON,VA,51059,20171
A1281946,1056479,,Unknown,C,TOWER,89.3,90.2,RURAL RETREAT,VA,51197,24368
A1309601,1056574,,Unknown,C,MTOWER,48.8,50.3,SPRINGFIELD,VA,51059,22150
A1281947,1056585,,Unknown,C,TOWER,61.0,63.0,WYTHEVILLE,VA,51197,24382
A1206128,1056640,,Unknown,C,TOWER,40.8,42.6,HIGHLAND SPRINGS,VA,51087,23223
A1211805,1056745,,Unknown,C,TOWER,45.7,48.8,VIRGINIA BEACH,VA,51810,23455
A1206127,1056746,,Unknown,C,TOWER,40.6,43.0,CHESTERFIELD,VA,51041,23237
A1233714,1056916,,Unknown,C,GTOWER,92.0,93.6,SUFFOLK,VA,51800,23437
A1206126,1056939,,Unknown,C,TOWER,38.7,41.1,NORFOLK,VA,51710,23518
A1211808,1056945,,Unknown,C,TOWER,45.7,47.2,VIRGINIA BEACH,VA,51810,23454
A1328851,1056948,,Unknown,C,LTOWER,61.0,62.2,Elliston,VA,51121,24087
A1206125,1056965,,Unknown,C,TOWER,32.3,34.7,NORFOLK,VA,51710,23505
A1018114,1057028,,Unknown,C,TOWER,97.5,111.3,EMPORIA,VA,51081,23847
A1211809,1057112,,Unknown,C,TOWER,59.4,60.4,TAYLORSVILLE,VA,51085,23047
A1311862,1057428,,Unknown,C,LTOWER,45.1,45.7,Lynchburg,VA,51031,245023618
A1101396,1057439,Virginia Electric and Power Company,Utility Infrastructure,C,,51.8,57.9,SPRINGFIELD,VA,51059,22150
A1328859,1057510,,Unknown,C,LTOWER,51.8,55.2,Rural Retreat,VA,51197,24368
A1253942,1057531,,Unknown,C,GTOWER,150.9,157.0,PENOLA,VA,51033,22546
A1093862,1057591,Hanover County,Other,C,GTOWER,64.0,64.0,HANOVER,VA,51085,23069
A0599407,1057622,,Unknown,C,TOWER,60.6,60.6,MECHANICSVILLE,VA,51085,23111
A1086848,1057623,,Unknown,C,GTOWER,171.9,173.1,Bluefield,VA,51021,24366
A0859093,1057874,,Unknown,C,GTOWER,382.5,383.7,Suffolk-23435,VA,51800,23435
A0855611,1057879,,Unknown,C,GTOWER,76.8,78.6,VIRGINIA BEACH,VA,51810,23456
A1289855,1058022,,Unknown,C,LTOWER,54.9,60.7,BRISTOL,VA,51191,24202
A0819359,1058038,,Unknown,C,TOWER,45.4,50.3,Colonial Heights,VA,51041,23831
A0819360,1058040,,Unknown,C,TOWER,60.7,60.7,WILLIAMSBURG,VA,51095,23188
A1328865,1058225,,Unknown,C,MTOWER,36.9,41.8,Lynchburg,VA,51019,24503
A1211822,1058599,,Unknown,C,MTOWER,58.5,60.4,Mechanicsville,VA,51085,23116
A1211823,1058612,,Unknown,C,TOWER,58.2,60.4,CENTERVILLE,VA,51085,23192
A1328869,1058631,,Unknown,C,LTOWER,61.0,65.5,RADFORD,VA,51155,24141
A1328871,1058735,,Unknown,C,LTOWER,91.4,92.0,Dublin,VA,51155,24084
A1281310,1059007,,Unknown,C,MTOWER,70.1,72.5,DINWIDDIE,VA,51053,23841
A1211826,1059011,,Unknown,C,TOWER,46.0,47.8,NEWPORT NEWS,VA,51700,23602
A1018150,1059023,,Unknown,C,TOWER,61.0,61.9,FREDERICKSBURG,VA,51177,22407
A1018151,1059024,,Unknown,C,TOWER,61.0,61.0,RUTHERGLEN,VA,51033,22546
A1226234,1059112,,Unknown,C,LTOWER,57.9,59.7,EMPORIA,VA,51595,23847
A1211829,1059132,,Unknown,C,TOWER,76.8,80.2,WAVERLY,VA,51183,23890
A1211831,1059214,,Unknown,C,TOWER,76.8,79.6,MIDLOTHIAN,VA,51145,23113
A1222801,1059229,,Unknown,C,GTOWER,76.5,78.3,FRANKLIN,VA,51620,23851
A1299406,1059230,,Unknown,C,GTOWER,85.3,85.3,ASHLAND,VA,51085,23005
A1342678,1059309,,Unknown,C,TOWER,105.2,106.7,WINCHESTER,VA,51069,22602
A1127752,1059324,,Unknown,C,TOWER,85.3,89.9,MARTINSVILLE,VA,51089,24530
A1342679,1059341,,Unknown,C,TOWER,77.1,82.0,STEPHENS CITY,VA,51069,22655
A1342680,1059366,,Unknown,C,TOWER,59.4,60.6,GORE,VA,51069,22637
A1342681,1059367,,Unknown,C,TOWER,30.4,32.0,GORE,VA,51069,22637
A1211832,1059426,,Unknown,C,TOWER,40.2,42.6,VIRGINIA BEACH,VA,51810,23456
A1018162,1059428,,Unknown,C,TOWER,59.4,60.7,SUTHERLIN,VA,51143,24586
A1018163,1059429,,Unknown,C,TOWER,60.0,62.8,WINCHESTER,VA,51069,22602
A1032067,1059431,Shenandoah Personal Communications,Other,C,TANK,24.4,24.4,BLACKSBURG,VA,51121,24060
A1342682,1059432,,Unknown,C,TOWER,59.4,59.4,WAYNESBORO,VA,51820,22980
A1211833,1059517,,Unknown,C,TOWER,56.4,78.3,WAKEFIELD,VA,51183,23888
A1211834,1059565,,Unknown,C,TOWER,49.1,51.8,YORKTOWN,VA,51199,23696
A0594826,1059674,A & N Electric Cooperative,Utility Infrastructure,C,TOWER,76.2,80.7,CHERITON,VA,51131,23310
A1211835,1059944,,Unknown,C,POLE,35.9,42.1,POQUOSON,VA,51650,23669
A0833286,1060091,,Unknown,C,TOWER,50.3,50.3,BLUEMONT,VA,51107,20135
A1211836,1060253,,Unknown,C,TOWER,58.8,61.0,NEW KENT COUNTY,VA,51127,23141
A1296813,1060437,,Unknown,C,LTOWER,76.2,80.5,Warfield,VA,51025,23889
A1116881,1061123,,Unknown,C,LTOWER,76.8,79.6,Windsor,VA,51093,23487
A1127740,1061471,,Unknown,C,LTOWER,45.7,46.9,MECHANICSVILLE,VA,51085,23116
A1058583,1061474,,Unknown,C,MAST,45.7,47.5,RICHMOND,VA,51760,23220
A1254462,1061656,,Unknown,C,LTOWER,60.7,62.2,Salem,VA,51775,24153
A0815343,1061835,,Unknown,C,TOWER,68.2,70.4,RICHMOND,VA,51041,23235
A1234267,1061839,Commonwealth of VA,Government,C,TOWER,59.4,59.4,PETERSBURG,VA,51570,23834
A1234268,1061840,Commonwealth of VA,Government,C,TOWER,46.9,47.9,RICHMOND,VA,51087,23150
A1300388,1061841,,Unknown,C,MTOWER,52.0,53.3,RICHMOND,VA,51087,23223
A1234269,1061842,Commonwealth of VA,Government,C,TOWER,56.9,56.9,RICHMOND,VA,51087,23223
A0597644,1061843,VIRGINIA ELECTRIC & POWER COMPANY,Utility Infrastructure,C,TOWER,45.7,45.7,MIDLOTHIAN,VA,51041,23113
A1347609,1061844,,Unknown,C,MTOWER,43.6,44.8,Chesterfield,VA,51041,238327459
A1302790,1061847,,Unknown,C,MTOWER,59.4,61.9,HENRICO,VA,51075,23233
A0815348,1061849,,Unknown,C,TOWER,61.0,61.0,ROANOKE,VA,51770,24012
A1057518,1061929,,Unknown,C,TOWER,56.4,60.7,RICHMOND,VA,51087,23226
A1058586,1061931,,Unknown,C,TOWER,45.7,45.7,RICHMOND,VA,51041,23832
A1313804,1061932,,Unknown,C,TOWER,51.8,56.4,RICHMOND,VA,51760,23225
A1127739,1061933,,Unknown,C,TOWER,57.9,60.6,RICHMOND,VA,51075,23065
A1328892,1061949,,Unknown,C,,54.9,59.4,LYNCHBURG,VA,51031,24504
A1212957,1062246,,Unknown,C,LTOWER,45.7,48.2,Eagle Rock,VA,51023,24085
A1348634,1062247,"BOTETOURT, COUNTY OF",Government,C,LTOWER,45.7,48.8,EAGLE ROCK,VA,51023,24085
A1348633,1062248,"BOTETOURT, COUNTY OF",Government,C,LTOWER,57.6,59.4,FINCASTLE,VA,51023,24090
A1308805,1062433,,Unknown,C,LTOWER,84.1,86.0,Atkins,VA,51173,24311
A0979753,1062537,,Unknown,C,,48.8,50.6,SALEM,VA,51161,24153
A1328902,1062630,,Unknown,C,,67.1,71.6,MARION,VA,51173,24354
A1185216,1062632,Powhatan County of,Government,C,LTOWER,76.2,85.3,POWHATAN,VA,51145,23139
A1270856,1062715,,Unknown,C,MTOWER,60.4,61.0,Warrenton,VA,51061,20187
A1143492,1063055,,Unknown,C,MTOWER,45.8,48.2,YORK COUNTY,VA,51199,23692
A1032395,1063056,"Shenandoah Personal Communications, LLC",Other,C,TOWER,50.9,53.3,YORK COUNTY,VA,51199,23693
A0815351,1063057,,Unknown,C,TOWER,57.3,60.3,POQUOSON,VA,51735,23662
A0815352,1063059,,Unknown,C,TOWER,55.4,58.5,CHESAPEAKE,VA,51550,23322
A1234005,1063061,,Unknown,C,MTOWER,44.5,47.5,VIRGINIA BEACH,VA,51810,23462
A1232087,1063065,,Unknown,C,MTOWER,44.5,44.5,VIRGINIA BEACH,VA,51810,23454
A1333910,1063069,,Unknown,C,MTOWER,43.6,43.6,QUINTON,VA,51127,23141
A1231230,1063200,,Unknown,C,GTOWER,123.4,129.5,Hampton,VA,51650,23666
A1018205,1063273,,Unknown,C,TOWER,76.2,79.2,GATE CITY,VA,51169,24251
A0815361,1063318,,Unknown,C,TOWER,37.1,37.5,WILLIAMSBURG,VA,51095,23185
A1279489,1063319,,Unknown,C,MTOWER,35.0,39.6,NORFOLK,VA,51710,23513
A0835038,1063417,,Unknown,C,TOWER,50.3,53.3,VARINA GROVE,VA,51087,23231
A0836735,1063580,,Unknown,C,TOWER,88.4,88.4,Marion,VA,51173,24354
A1095450,1064264,CITY OF PORTSMOUTH,Government,C,,91.4,91.4,PORTSMOUTH,VA,51740,23704
A0449771,1064286,,Unknown,C,2TA2,70.1,70.1,ALEXANDRIA,VA,24017,
A1012417,1064501,,Unknown,C,TOWER,45.7,46.6,LYNCHBURG,VA,51680,24501
A1012419,1064525,,Unknown,C,TOWER,30.5,31.4,MANASSAS,VA,51153,20109
A1116836,1064793,,Unknown,C,GTOWER,146.9,150.9,HAMPTON,VA,51650,23669
A1098170,1064900,"SPOTSYLVANIA, COUNTY OF",Government,G,GTOWER,152.4,158.5,FREDERICKSBURG,VA,51177,22407
A1094372,1064901,"SPOTSYLVANIA, COUNTY OF",Government,G,GTOWER,146.3,152.4,SPOTSYLVANIA,VA,51177,22553
A0246123,1064906,VIRGINIA INTERNATIONAL TERMINALS INC,Other,C,TOWER,18.0,24.0,PORTSMOUTH,VA,51740,23707
A1270861,1064938,,Unknown,C,GTOWER,146.3,160.0,Charlottesville,VA,51003,22901
A1020572,1065703,,Unknown,C,TOWER,76.2,76.8,SMITHFIELD,VA,51093,23430
A0932486,1065763,,Unknown,C,GTOWER,129.5,151.2,FAIRFAX STATION,VA,51059,22039
A1152944,1065914,"Lake Country Internet, LLC",Other,C,TOWER,69.4,75.5,LACROSSE,VA,51117,23950
A0836830,1066072,,Unknown,C,TOWER,90.0,92.9,TAZEWELL,VA,51185,24630
A1264639,1200076,,Unknown,C,LTOWER,76.8,77.7,Rice,VA,51147,23966
A1271946,1063710,,Unknown,C,LTOWER,84.4,86.6,CHILHOWIE,VA,51173,24319
A0836738,1063711,,Unknown,C,TOWER,88.4,88.4,GLADE SPRING,VA,51191,24340
A0836739,1063712,,Unknown,C,TOWER,88.4,88.4,MEADOWVIEW,VA,51191,24361
A1114569,1064812,City of Hampton,Government,C,TOWER,73.2,73.2,HAMPTON,VA,51650,23669
A1020581,1200500,,Unknown,C,TOWER,153.6,154.8,Toano,VA,51095,23168
A0815360,1063071,,Unknown,C,TOWER,32.6,38.1,QUINTON,VA,51127,23141
A1286152,1063068,,Unknown,C,MTOWER,38.1,40.5,NORFOLK,VA,51710,23509
A1279491,1063066,,Unknown,C,MTOWER,34.1,38.1,VIRGINIA BEACH,VA,51810,23454
A1279500,1063062,,Unknown,C,MTOWER,37.2,40.8,HAMPTON,VA,51650,23666
A0976876,1200660,,Unknown,C,POLE,11.0,15.2,ALEXANDRIA,VA,51510,22314
A1289435,1200692,,Unknown,C,POLE,56.4,60.7,Richmond,VA,51087,23229
A1273652,1200721,,Unknown,C,LTOWER,36.6,42.7,Rocky Gap,VA,51021,24366
A0144143,1200971,"Western Virginia Emergency Medical Services Council, Inc.",Other,C,TOWER,45.7,51.8,Daleville,VA,51023,24083
A0139978,1201008,County of Stafford,Government,C,TOWER,121.9,121.9,HARTWOOD,VA,51179,22406
A1328958,1201073,,Unknown,C,LTOWER,59.4,59.4,Madison Heights,VA,51009,24572
A0263668,1201215,"Chesapeake, City of",Government,C,TOWER,39.6,39.6,Chesapeake,VA,51550,23322
A0092442,1201260,,Unknown,A,TOWER,44.2,48.8,Danville,VA,51590,24540
A0263675,1201348,City of Chesapeake,Government,C,TOWER,76.2,82.3,Chesapeake,VA,51550,23322
A0263673,1201352,City of Chesapeake,Government,C,TOWER,121.9,128.0,Chesapeake,VA,51550,23321
A1018332,1201387,,Unknown,C,TOWER,44.2,48.8,Danville,VA,51590,24540
A1211860,1201650,,Unknown,C,TOWER,54.6,60.7,Ft. Story,VA,51810,23459
A1302558,1201661,,Unknown,C,TOWER,112.7,112.7,Petersburg,VA,51730,23805
A1163751,1201668,,Unknown,C,TOWER,47.2,47.2,Chatham,VA,51143,24531
A0997120,1201710,,Unknown,C,LTOWER,76.2,80.7,Stoney Creek,VA,51183,23890
A1313097,1201713,,Unknown,C,LTOWER,76.8,78.3,Disputanta,VA,51183,23842
A1246800,1201721,,Unknown,C,LTOWER,76.2,80.8,Drewryville,VA,51175,23844
A0138677,1201723,METROCALL USA INC,Other,C,TOWER,54.8,60.6,Nottoway,VA,51135,23930
A1012427,1065919,,Unknown,C,TOWER,91.4,97.5,Fredericksburg,VA,51179,22406
A1220572,1201811,,Unknown,C,TOWER,18.3,19.8,Tangier,VA,51001,23440
A1276013,1063063,,Unknown,C,MTOWER,44.5,47.5,SUFFOLK,VA,51800,23435
A1305168,1063064,,Unknown,C,MTOWER,29.6,33.2,Yorktown,VA,51199,23692
A1220573,1201831,,Unknown,C,BPOLE,29.9,33.1,Arlington,VA,51013,22201
A0833374,1201845,,Unknown,C,TOWER,76.2,80.8,McKenney,VA,51053,23872
A0093715,1202060,,Unknown,A,TOWER,89.9,97.5,Stafford,VA,51179,22406
A1163752,1202158,,Unknown,C,TOWER,42.7,42.7,Front Royal,VA,51187,22630
A1012437,1202185,,Unknown,C,TOWER,54.3,60.7,Reston,VA,51059,20191
A0093913,1202186,,Unknown,A,TOWER,55.4,60.9,Herndon,VA,51059,20191
A1338280,1202198,County of Chesterfield,Government,G,LTOWER,91.4,99.1,Chester,VA,51041,23831
A1163753,1202230,,Unknown,C,TOWER,60.7,60.7,Petersburg,VA,51730,23805
A1306729,1202234,,Unknown,C,LTOWER,76.2,80.8,Skippers,VA,51081,23879
A0094115,1202303,LEE CO. RESCUE SQUAD - P.G.U.,Other,G,POLE,17.1,17.1,PENNINGTON GAP,VA,51105,24277
A1274104,1202358,,Unknown,C,LTOWER,76.5,82.9,Powhatan,VA,51145,23139
A1092936,1202415,,Unknown,C,TOWER,51.8,51.8,Norfolk,VA,51710,23502
A0119185,1202416,,Unknown,A,TOWER,47.9,47.9,Suffolk,VA,51800,23435
A0094400,1202466,,Unknown,G,TOWER,66.7,66.7,Reedville,VA,51133,22539
A1264845,1202746,,Unknown,C,LTOWER,76.2,85.0,Marengo,VA,51117,23950
A0828496,1202815,County of Fairfax,Government,C,TOWER,146.3,149.3,LORTON,VA,51059,22079
A0833402,1202866,,Unknown,C,TOWER,76.2,80.8,Palmer Springs,VA,51117,23917
A0836896,1202870,,Unknown,C,TOWER,76.2,80.8,South Hill,VA,51117,23970
A1271893,1202872,,Unknown,C,GTOWER,82.9,85.3,Cumberland,VA,51049,23040
A1234270,1202904,Commonwealth of VA,Government,C,MTOWER,40.1,44.1,Quinton,VA,51127,23140
A1234271,1202905,Commonwealth of VA,Government,C,MTOWER,56.9,58.5,Bottom Bridge,VA,51127,23141
A1057533,1202936,,Unknown,C,TOWER,56.4,60.7,Richmond,VA,51087,23059
A1313194,1202991,"Bath County, VA",Other,C,TOWER,15.2,21.6,Covington,VA,51017,24445
A1271595,1203008,,Unknown,C,LTOWER,83.8,88.4,Marion,VA,51173,24354
A0904914,1203044,,Unknown,C,LTOWER,91.4,94.5,Charles City,VA,51036,23030
A0095890,1203053,Merrick Tower Corporation,Other,G,TOWER,104.6,104.6,Exmore,VA,51001,23306
A1101394,1203067,Virginia Electric and Power Company,Utility Infrastructure,C,,100.5,106.6,Farmville,VA,51147,23901
A0094649,1203085,M M Wright Inc,Other,G,TOWER,82.0,82.0,Gasburg,VA,51025,23868
A1183621,1203237,"Purcellville, Town, of",Other,C,TANK,62.4,62.4,Purcellville,VA,51107,20132
A0828497,1203304,County of Fairfax,Government,C,BANT,64.0,70.1,Fairfax,VA,51600,22030
A1271899,1203564,,Unknown,C,LTOWER,92.7,95.1,Powhatan,VA,51145,231394027
A1257720,1203566,,Unknown,C,LTOWER,88.1,91.1,Amelia,VA,51007,23002
A0131721,1203745,"CITY OF COLONIAL HEIGHTS, VIRGINIA",Government,C,TOWER,121.9,125.9,Colonial Heights,VA,51570,23834
A1207032,1203747,County of Chesterfield,Government,C,LTOWER,121.9,125.9,Chesterfield,VA,51041,23838
A0813490,1203748,County of Chesterfield,Government,C,TOWER,121.9,125.9,Bon Air,VA,51041,23235
A1133138,1203749,County of Chesterfield,Government,C,LTOWER,123.4,125.9,Midlothian,VA,51041,23114
A0813492,1203750,County of Chesterfield,Government,C,TOWER,146.3,150.3,Screamersville,VA,51041,23836
A1171408,1203797,,Unknown,C,MTOWER,54.9,56.7,Danville,VA,51143,24540
A1018372,1203801,,Unknown,C,TOWER,56.7,61.0,Danville,VA,51590,24541
A1305212,1204005,Virginia Electric and Power Company,Utility Infrastructure,G,LTOWER,73.1,79.2,Chase City,VA,51117,23924
A0145005,1204038,VHF Communications Association,Other,C,TOWER,18.3,18.3,Hotsprings,VA,51017,24445
A0415671,1204109,"Nelson Investments, LLC",Other,C,TOWER,46.6,49.9,Tabb,VA,51199,23692
A0614440,1204167,"Norview Cars, Inc.",Other,C,TOWER,46.9,46.9,Norfolk,VA,51710,23513
A0193693,1204231,,Unknown,A,TOWER,76.2,83.8,Bristol,VA,51191,24202
A1018393,1204354,,Unknown,C,TOWER,76.2,83.8,Glade Springs,VA,51191,24361
A1018394,1204355,,Unknown,C,TOWER,76.2,83.8,Meadowview,VA,51191,24340
A0836924,1204379,,Unknown,C,TOWER,54.9,59.4,Abingdon,VA,51191,24211
A0149635,1204512,Community Electric Cooperative,Utility Infrastructure,C,TOWER,76.2,82.3,Windsor,VA,51093,23487
A1163757,1204728,,Unknown,C,TOWER,45.7,47.2,NORTON,VA,51195,24230
A1272677,1204846,,Unknown,C,LTOWER,76.2,78.0,Brodnax,VA,51111,239203602
A1295050,1204848,,Unknown,C,LTOWER,76.2,80.8,Bowers Corner,VA,51025,23920
A1042166,1204932,City of Lynchburg,Government,C,BTWR,32.6,51.2,Lynchburg,VA,51680,24501
A1000849,1204951,"Areawide Communications, Inc",Other,C,,97.5,97.5,Hampton,VA,51650,23666
A0148195,1204991,"Norfolk, City of",Government,C,TOWER,45.7,54.6,Norfolk,VA,51710,23513
A1262788,1205017,,Unknown,C,LTOWER,76.2,80.8,Blackstone,VA,51025,23824
A1143140,1205112,,Unknown,C,TOWER,49.4,54.9,JONESVILLE,VA,51105,24263
A1030254,1205228,,Unknown,C,MAST,45.7,48.8,DANVILLE,VA,51590,24541
A0149445,1205299,CITY OF VIRGINIA BEACH,Government,C,TANK,44.2,49.4,VIRGINIA BEACH,VA,51810,23452
A1237177,1205401,,Unknown,C,LTOWER,78.0,84.4,Fredericksburg,VA,51179,22406
A1163760,1205404,,Unknown,C,TOWER,45.7,45.7,ATKINS,VA,51173,24311
A1131496,1205460,"County of Accomack, Virginia",Government,C,BTWR,86.9,96.6,Craddockville,VA,51001,23420
A1274386,1205484,,Unknown,C,LTOWER,76.2,80.8,BIRDSNEST,VA,51131,23307
A0183705,1205508,National Guard Bureau,Other,C,TOWER,34.1,36.0,Arlington,VA,51013,22204
A0101695,1205509,National Guard Bureau,Other,C,POLE,14.6,14.6,Arlington,VA,51013,22204
A0860986,1205518,,Unknown,C,LTOWER,76.2,78.0,Capron,VA,51175,23837
A1328980,1205566,,Unknown,C,MTOWER,54.9,60.7,Shawsville,VA,51121,24162
A1215810,1205720,,Unknown,C,MTOWER,44.2,46.9,STERLING,VA,51107,20166
A1101392,1205737,Virginia Electric and Power Company,Utility Infrastructure,C,POLE,10.6,11.5,Fishersville,VA,51015,22980
A0149756,1205740,"Western Virginia Emergency Medical Services Council, Inc.",Other,C,TOWER,35.7,38.1,Pulaski,VA,51155,24324
A1305817,1205819,Virginia Electric and Power Company,Utility Infrastructure,G,LTOWER,25.9,25.9,Leesburg,VA,51107,20175
A1101390,1205827,Virginia Electric and Power Company,Utility Infrastructure,C,,38.7,44.8,Springfield,VA,51059,22315
A1305810,1205831,Virginia Electric and Power Company,Utility Infrastructure,G,LTOWER,45.7,45.7,Richmond,VA,51087,23231
A1101388,1205835,Virginia Electric and Power Company,Utility Infrastructure,C,,45.7,51.8,Norfolk,VA,51710,23509
A0208069,1205840,,Unknown,A,TOWER,39.9,46.0,Abingdon,VA,51191,24210
A0198773,1205841,,Unknown,A,TOWER,76.2,83.8,Weber City,VA,51169,24290
A0870368,1205896,"Virginia Beach, City of - Communications Div.",Government,C,TOWER,64.0,64.0,Virginia Beach,VA,51810,23456
A0870369,1205897,City of Virginia Beach,Government,C,TOWER,121.9,121.9,Virginia Beach,VA,51810,23456
A0828498,1205919,County of Fairfax,Government,C,STACK,87.7,87.7,LORTON,VA,51059,22079
A1252540,1205935,,Unknown,C,LTOWER,76.2,80.8,Surry,VA,51181,23883
A1264749,1206032,,Unknown,C,LTOWER,91.4,93.3,Blackstone,VA,51135,23824
A0870370,1206203,City of Virginia Beach,Government,C,TOWER,76.2,76.2,Virginia Beach,VA,51810,23452
A1084661,1206510,,Unknown,C,MTOWER,56.7,60.7,Swoope,VA,51015,24430
A0835146,1206514,,Unknown,C,TOWER,33.5,35.1,RICHMOND,VA,51087,23231
A1101387,1206556,Virginia Electric and Power Company,Utility Infrastructure,C,,73.1,79.2,South Boston,VA,51083,24592
A1171399,1206700,,Unknown,C,LTOWER,59.4,60.7,Prince William,VA,51153,22111
A1135385,1206778,County of Chesterfield,Government,C,LTOWER,123.4,125.9,Drewrys Bluff,VA,51041,23237
A0813494,1206779,County of Chesterfield,Government,C,TOWER,146.3,150.3,Midlothian,VA,51041,23112
A1207523,1206780,County of Chesterfield,Government,C,LTOWER,148.4,152.4,Chester,VA,51041,23831
A1271445,1207027,,Unknown,C,LTOWER,81.1,83.2,Remington,VA,51047,22734
A1303484,1207112,,Unknown,C,LTOWER,67.4,69.8,Stafford,VA,51179,22554
A1311960,1207146,Shenandoah Valley Electric Cooperative,Utility Infrastructure,C,LTOWER,61.0,61.0,Winchester,VA,51069,22602
A0938687,1207149,"City of Newport News, Data Processing",Government,C,POLE,24.4,28.3,Newport News,VA,51700,23602
A0334624,1207175,,Unknown,A,TOWER,41.4,41.4,Annandale,VA,51059,22042
A0976960,1207184,,Unknown,C,POLE,12.0,13.7,FRANKLIN,VA,51093,23851
A0976961,1207185,,Unknown,C,POLE,14.0,16.7,FRANKLIN,VA,51620,23851
A1314253,1207272,,Unknown,C,LTOWER,76.2,78.0,New Church,VA,51001,23415
A0833477,1207288,,Unknown,C,TOWER,76.2,80.7,Dinwiddie,VA,51053,23882
A1243612,1207290,,Unknown,C,MTOWER,24.4,25.6,Washington,VA,51013,22202
A0105684,1207306,Dahlgren Rescue Squad Inc.,Other,G,TOWER,92.3,92.3,King George,VA,51099,22485
A1212020,1207360,,Unknown,C,LTOWER,76.2,79.2,Dutton,VA,51115,23061
A1309177,1207362,,Unknown,C,LTOWER,76.2,78.0,Topping,VA,51119,23169
A1280910,1207402,,Unknown,C,LTOWER,76.2,77.4,Fredericksburg,VA,51177,22407
A1311754,1207437,,Unknown,C,LTOWER,76.2,78.0,Waverly,VA,51183,23890
A0107379,1207530,,Unknown,A,TOWER,136.9,138.4,Woods Corner,VA,51810,23464
A0107384,1207533,,Unknown,A,TOWER,61.6,61.6,Woods Corner,VA,51810,23464
A0107444,1207572,,Unknown,G,TOWER,105.5,106.5,Emporia,VA,51081,23847
A1020643,1207603,,Unknown,C,TOWER,135.0,138.1,Woods Corner,VA,51810,23464
A1171386,1207688,,Unknown,C,MTOWER,68.6,70.1,Suffolk,VA,51800,23437
A1018456,1207690,,Unknown,C,TOWER,36.3,39.0,Nokesville,VA,51153,20181
A1328997,1207834,,Unknown,C,LTOWER,36.6,41.1,Barboursville,VA,51003,22923
A0833487,1208125,,Unknown,C,TOWER,76.2,79.2,Saluda,VA,51119,23149
