registration_number,system_id,entity_name,carrier_category,status,structure_type,overall_height_agl,overall_height_amsl,city,state,county_fips,zip_code
A1234607,1230323,,Unknown,C,MTOWER,44.5,45.4,Norfolk,VA,51710,23502
A0219288,1230379,,Unknown,G,TOWER,125.0,125.0,Pilkinton,VA,51145,23139
A1292535,1230401,,Unknown,C,POLE,59.4,60.6,Salem,VA,51775,24153
A1212420,1230502,,Unknown,C,TOWER,41.1,41.1,Norfolk,VA,51710,23518
A0276225,1230655,Prince George Electric Cooperative Inc,Utility Infrastructure,C,TOWER,99.0,99.0,WAVERLY,VA,51183,23890
A0834389,1230688,,Unknown,C,TOWER,32.3,34.1,Middlebrook,VA,51015,24459
A1127632,1230707,,Unknown,C,MAST,44.8,45.7,Fieldale,VA,51089,24112
A1298277,1230743,,Unknown,C,MTOWER,42.6,45.4,PETERSBURG,VA,51053,23803
A0297070,1230790,SUSSEX COUNTY OF,Government,C,TOWER,91.0,97.5,SUSSEX,VA,51183,23882
A0297648,1230812,City of Franklin,Government,C,TOWER,36.5,36.5,Franklin,VA,51620,23851
A0335354,1230834,,Unknown,A,TOWER,57.9,60.6,Center Cross,VA,51057,22437
A1260773,1230904,,Unknown,C,LTOWER,59.4,61.0,Hadensville,VA,51075,23093
A0229865,1230908,Shenandoah Mobile Company,Regional Carrier,A,TOWER,48.8,60.7,Front Royal,VA,51187,22630
A0428172,1231007,Virginia Tech Airport,Other,C,MAST,12.2,13.7,Blacksburg,VA,51121,24060
A1343043,1231012,,Unknown,C,TOWER,15.2,15.2,Bayse,VA,51171,22810
A1264740,1231037,,Unknown,C,LTOWER,76.2,77.4,Wytheville,VA,51197,24382
A1270813,1231158,,Unknown,C,LTOWER,59.4,61.0,Bealeton,VA,51061,22712
A1020870,1231349,,Unknown,C,TOWER,55.5,61.0,South Boston,VA,51083,24598
A1190698,1231421,"Virginia Tech Foundation, Inc WVTF Public Radio",Broadcasting/Media,C,GTOWER,74.7,75.6,RICHMOND,VA,51087,23231
A1243000,1231454,,Unknown,C,MTOWER,44.8,47.2,Norfolk,VA,51710,235035516
A0566663,1231603,"Archibald, LLC",Other,C,TOWER,44.2,44.2,Dulles,VA,51107,20166
A1295998,1231652,,Unknown,C,MTOWER,58.5,62.4,Fredericksburg,VA,51630,22401
A1212435,1231702,,Unknown,C,TOWER,64.9,69.5,Dinwiddie,VA,51053,23841
A1289601,1231709,,Unknown,C,MTOWER,36.6,36.9,Williamsburg,VA,51095,23185
A1329729,1231711,,Unknown,C,MTOWER,51.8,56.4,Boones Mill,VA,51067,24065
A1019165,1231750,,Unknown,C,TOWER,59.4,59.4,Bedford,VA,51019,24523
A0749145,1231950,,Unknown,C,SILO,30.5,30.5,Brentsville,VA,51153,20136
A1023009,1231976,,Unknown,C,LTOWER,60.0,60.6,Petersburg,VA,51149,23805
A0499142,1231977,,Unknown,A,TOWER,77.7,77.7,Alberta,VA,51025,23821
A1261409,1231978,,Unknown,C,MTOWER,54.9,56.1,Chesapeake,VA,51550,23322
A0499141,1231979,,Unknown,A,TOWER,50.3,50.3,Chesapeake,VA,51550,23320
A1010723,1231982,,Unknown,C,TOWER,73.2,73.2,Jarratt,VA,51081,23847
A0499140,1231983,,Unknown,A,TOWER,60.7,60.7,Suffolk,VA,51800,23434
A1023011,1231985,,Unknown,C,TOWER,77.7,77.7,Ivor,VA,51175,23866
A0499139,1231987,,Unknown,A,TOWER,77.7,77.7,Warfield,VA,51025,23843
A0499138,1231989,,Unknown,A,TOWER,56.4,56.4,Sanston,VA,51087,23150
A1329430,1232063,,Unknown,C,MTOWER,43.0,44.2,Petersburg,VA,51053,23803
A0335355,1232291,,Unknown,A,TOWER,73.1,79.2,Mallow,VA,51005,24426
A1216424,1232370,"Commonwealth of Virginia, Dept. of Aviation",Government,G,LTOWER,13.7,13.7,Stafford,VA,51179,22406
A1264040,1232393,,Unknown,C,MTOWER,54.9,55.8,Warrenton,VA,51061,20186
A1216618,1232414,,Unknown,C,TOWER,37.2,41.7,Blacksburg,VA,51121,24060
A1231555,1232614,,Unknown,C,MTOWER,49.1,50.0,Chantilly,VA,51107,20152
A1307819,1232636,,Unknown,C,LTOWER,51.8,55.8,Petersburg,VA,51053,238037411
A1212440,1232640,,Unknown,C,POLE,37.8,38.4,Newport News,VA,51700,23608
A0609973,1232986,,Unknown,C,TOWER,59.4,60.6,Cross Junction,VA,51069,22625
A1312407,1233002,Shenandoah Valley Electric Cooperative,Utility Infrastructure,C,GTOWER,57.9,64.0,Mt. Jackson,VA,51171,22842
A0250974,1233019,Williamsburg-Jamestown Airport Inc.,Other,G,MAST,30.0,30.5,Williamsburg,VA,51095,23185
A0357398,1233041,,Unknown,A,TOWER,76.2,76.2,Shaklesford,VA,51097,23156
A0357399,1233043,,Unknown,A,TOWER,76.2,76.2,Drewyville,VA,51175,23829
A0335352,1233057,,Unknown,A,TOWER,48.7,49.6,Emporia,VA,51175,23847
A0299909,1233109,PEGASUS TOWER CO LTD,Tower Infrastructure,A,TOWER,76.2,77.4,WYTHEVILLE,VA,51197,24382
A1212446,1233134,,Unknown,C,TOWER,42.8,44.8,Virginia Beach,VA,51810,23454
A1207722,1233135,"Prince William, County of",Government,C,LTOWER,70.4,76.2,Triangle,VA,51153,22172
A1021423,1233242,,Unknown,C,POLE,53.6,53.6,Chantilly,VA,51107,20120
A1264840,1233278,,Unknown,C,MTOWER,57.9,57.9,Glen Allen,VA,51087,23059
A1329777,1233424,,Unknown,C,LTOWER,41.2,45.7,Hillsville,VA,51035,24343
A0815838,1233547,,Unknown,C,TOWER,73.1,74.3,Bland,VA,51021,24315
A1130717,1233586,,Unknown,G,LTOWER,59.4,60.7,CRAIGSVILLE,VA,51015,24430
A0570150,1233734,"Shared Towers, Inc.",Other,A,TOWER,59.4,60.6,Winchester,VA,51069,22603
A0879323,1233736,,Unknown,C,LTOWER,45.7,45.7,Stafford,VA,51179,22406
A1260234,1233760,,Unknown,C,LTOWER,54.9,57.3,Fredericksburg,VA,51179,22406
A1211600,1233799,,Unknown,C,POLE,18.0,18.0,Chantilly,VA,51059,20151
A1080351,1233834,,Unknown,C,TOWER,89.6,91.4,Disputanta,VA,51149,23842
A1270838,1233838,,Unknown,C,MTOWER,41.1,43.0,Quinton,VA,51127,23141
A1283545,1234055,,Unknown,C,POLE,12.2,13.1,Crewe,VA,51135,23930
A1283544,1234057,,Unknown,C,POLE,12.2,13.1,Petersburg,VA,51053,23803
A1306712,1234071,,Unknown,C,MTOWER,59.4,60.7,Chesterfield,VA,51041,23838
A1329810,1234125,,Unknown,C,LTOWER,59.4,60.7,Max Meadows,VA,51197,24360
A1214909,1234138,,Unknown,C,LTOWER,59.1,61.0,Winchester,VA,51069,22604
A1299117,1234139,,Unknown,C,LTOWER,78.9,80.7,Cross Junction,VA,51069,22625
A1256757,1234153,,Unknown,C,MTOWER,45.7,47.2,Chesapeake,VA,51550,23320
A1343051,1234154,,Unknown,C,TOWER,60.7,60.7,Yorktown,VA,51199,23692
A1010728,1234163,,Unknown,C,GTOWER,76.2,79.2,Carson,VA,51149,23830
A1167967,1234164,,Unknown,C,MTOWER,60.4,60.4,Glenn Allen,VA,51085,23059
A1135713,1234166,,Unknown,C,MTOWER,47.2,47.2,Virginia Beach,VA,51810,23454
A1165588,1234167,,Unknown,C,MTOWER,46.3,47.2,Suffolk,VA,51800,23435
A1023076,1234168,,Unknown,C,MTOWER,59.7,60.6,Suffolk,VA,51800,23434
A1023077,1234169,,Unknown,C,TOWER,39.6,39.6,Virginia Beach,VA,51810,23462
A1023078,1234170,,Unknown,C,TOWER,38.1,38.1,Virginia Beach,VA,51810,23454
A1095864,1234212,CULPEPER COUNTY VA BD OF SUPERVISOR,Other,C,GTOWER,109.7,115.8,RIXEYVILLE,VA,51047,22737
A1095865,1234213,CULPEPER COUNTY VIRGINIA BD OF SUPERVISORS,Other,C,GTOWER,109.7,115.8,MITCHELLS,VA,51047,22733
A1095866,1234214,CULPEPER COUNTY VA BOARD OF SUPVS,Other,C,GTOWER,110.0,111.3,CULPEPER,VA,51047,22726
A1095867,1234216,CULPEPER COUNTY VA BD OF SUPERVISORS,Other,C,GTOWER,109.8,109.8,CULPEPER,VA,51047,22701
A0834514,1234248,,Unknown,C,TOWER,48.1,54.2,Ashland,VA,51085,23005
A0862352,1234249,,Unknown,C,TOWER,48.4,53.0,Blackstone,VA,51053,23824
A1327313,1234275,,Unknown,C,LTOWER,48.5,53.3,Dinwiddie,VA,51053,23841
A0834517,1234276,,Unknown,C,TOWER,43.2,46.3,Boyce,VA,51043,20130
A0268181,1234299,"Leadbetter, inc",Other,C,BTWR,46.6,46.6,Ashland,VA,51085,23005
A1329823,1234364,,Unknown,C,B,21.6,21.6,Salem,VA,51775,24153
A0268721,1234399,"DEPT OF THE NAVY, PROGRAM EXECUTIVE OFFICE",Other,G,TOWER,121.9,128.3,EASTVILLE,VA,51131,23310
A1329825,1234417,,Unknown,C,LTOWER,68.6,73.2,Galax,VA,51035,24333
A1141898,1234594,,Unknown,C,MTOWER,45.4,46.9,DALE CITY,VA,51153,22193
A1144720,1234595,,Unknown,G,MTOWER,39.9,41.8,HAYMARKET,VA,51153,20169
A1021444,1234596,,Unknown,C,TOWER,46.3,51.2,DUMFRIES,VA,51153,22025
A1021445,1234598,,Unknown,C,TOWER,45.4,47.5,PRINCE WILLIAM  CTY,VA,51153,20119
A1318041,1234706,,Unknown,C,TOWER,48.7,48.7,Pearisburg,VA,51071,24134
A1211604,1234743,,Unknown,C,SILO,24.4,24.4,MIDLAND,VA,51061,22728
A1021455,1235002,,Unknown,C,TOWER,46.2,48.2,CATHARPIN,VA,51153,20143
A0336496,1235025,Hampton Roads Educational Telecommunications,Other,C,TOWER,128.0,128.0,Mathews,VA,51115,23109
A1080361,1235163,,Unknown,C,MAST,76.5,78.0,Mathews,VA,51115,23128
A1080362,1235213,,Unknown,C,TOWER,52.1,53.3,Chesapeake,VA,51550,23321
A1019194,1235479,,Unknown,C,TOWER,76.2,80.8,GATE CITY,VA,51169,24251
A1197225,1235623,HITCH TOWERS LLC,Other,C,MTOWER,57.9,60.4,CHESAPEAKE,VA,51550,23320
A1019197,1235775,,Unknown,C,TOWER,49.1,50.9,Winchester,VA,51069,22602
A1329996,1235935,,Unknown,C,LTOWER,25.9,35.1,Roanoke,VA,51770,24012
A0357400,1235942,,Unknown,A,POLE,36.5,40.5,Chantilly,VA,51107,20152
A0834547,1235958,,Unknown,C,TOWER,51.8,54.5,Colonial Heights,VA,51041,23831
A1182160,1236054,,Unknown,C,LTOWER,45.1,46.3,Fredericksburg,VA,51179,22406
A1127608,1236055,,Unknown,C,TOWER,91.4,94.4,Weber City,VA,51169,24290
A1329998,1236068,,Unknown,C,LTOWER,94.5,94.5,Farmville,VA,51147,23960
A1330000,1236094,,Unknown,C,LTOWER,13.7,22.8,Blacksburg,VA,51121,24060
A1330002,1236132,,Unknown,C,POLE,33.5,38.1,Forest,VA,51019,24551
A1049912,1236278,,Unknown,C,UPOLE,72.0,76.0,Elliston,VA,51161,24153
A1212466,1236510,,Unknown,C,TOWER,33.5,33.8,Chesapeake,VA,51550,23322
A1283542,1236543,,Unknown,C,POLE,12.2,13.1,Bristow,VA,51153,20136
A1283541,1236544,,Unknown,C,POLE,12.2,13.1,Manassas,VA,51683,20110
A1283540,1236545,,Unknown,C,POLE,12.2,13.1,Manassas,VA,51683,20110
A1211608,1236563,,Unknown,C,MTOWER,44.8,50.6,Nokesville,VA,51153,20112
A1021479,1236623,,Unknown,C,TOWER,49.3,52.4,LEESBURG,VA,51107,20176
A0815851,1236679,,Unknown,C,TOWER,60.0,61.0,Chester,VA,51041,23836
A0295928,1236714,"Hometown Broadcasting, LLC",Broadcasting/Media,G,TOWER,92.0,92.6,Woodstock,VA,51171,22664
A1281313,1236738,,Unknown,C,MTOWER,59.4,61.0,Radford,VA,51121,24060
A0298522,1236906,DEPT OF THE NAVY PROGRAM EXECUTIVE OFFICE THEATER SURFACE COMBATANTS C,Other,G,TOWER,121.9,128.0,BURGESS,VA,51133,22539
A0298600,1236916,DEPT OF THE NAVY PROGRAM EXECUTIVE OFFICE THEATER SURFACE COMBATANTS C,Other,G,TOWER,121.9,128.3,DAHLGREN,VA,51099,22448
A0339254,1236946,"Mitchell Communications, Inc.",Other,C,TOWER,64.3,64.3,Danville,VA,51590,24541
A0339256,1236947,"Mitchell Communications, Inc.",Other,C,TOWER,64.3,64.3,Danville,VA,51590,24541
A0339258,1236949,"Mitchell Communications, Inc.",Other,C,TOWER,64.3,64.3,Danville,VA,51590,24541
A0339513,1236950,"Mitchell Communications, Inc.",Other,C,TOWER,64.3,64.3,Danville,VA,51590,24541
A1019200,1237034,,Unknown,C,TOWER,37.8,42.1,LYNCHBURG,VA,51680,24502
A1088296,1237127,"Valley Broadcasting and Communications, Inc.",Broadcasting/Media,C,TOWER,129.0,133.8,Maple Gap,VA,51195,24219
A0336497,1237290,"Hampton Roads Educational Telecommunications Assoc., Inc.",Other,C,POLE,53.9,54.8,Norfolk,VA,51710,23508
A0335149,1237476,Naval Surface Warfare Center,Other,G,TOWER,123.4,129.8,Dalhgren,VA,51099,22448
A0679246,1237488,Virginia Department of State Police,Government,C,TOWER,76.2,83.2,Manassas,VA,51153,20112
A1019204,1237524,,Unknown,C,TOWER,57.9,64.0,Oilville,VA,51109,23065
A1140410,1237590,,Unknown,C,LTOWER,62.5,64.0,Louisa,VA,51075,23093
A1019206,1237592,,Unknown,C,TOWER,57.9,63.4,Goochland,VA,51075,23117
A1338345,1237650,,Unknown,G,GTOWER,105.5,110.0,Farmville,VA,51049,23901
A1262962,1237733,,Unknown,C,GTOWER,125.0,129.8,Warrenton,VA,51061,20187
A0391903,1237831,,Unknown,A,MAST,76.2,76.2,Spring Grove,VA,51181,23881
A1283539,1237862,,Unknown,C,POLE,18.0,24.1,Abingdon,VA,51191,24210
A1330112,1238079,,Unknown,C,LTOWER,86.9,91.4,Martinsville,VA,51089,24112
A1257921,1238314,,Unknown,C,MTOWER,39.3,41.5,STERLING,VA,51107,20166
A0370646,1238326,City of Norfolk,Government,C,TOWER,30.0,37.0,Norfolk,VA,51710,23505
A0320407,1238328,,Unknown,A,TOWER,91.4,96.0,Chincoteague,VA,51001,23336
A1330135,1238358,,Unknown,C,MTOWER,35.1,35.1,South Boston,VA,51083,24592
A1330136,1238372,,Unknown,C,LTOWER,39.6,43.3,Davis,VA,51163,24472
A0321454,1238538,"AMC Investors, Inc",Other,G,TOWER,37.0,43.0,Salem,VA,51161,24153
A1212476,1238540,,Unknown,C,POLE,50.3,51.8,Ashland,VA,51085,23005
A0775600,1238674,Communications Facilities Inc.,Other,C,TOWER,34.4,35.4,Blacksburg,VA,51121,24060
A1101600,1238755,,Unknown,C,POLE,39.6,40.8,Arcola,VA,51107,20152
A1127585,1238834,,Unknown,C,TOWER,75.2,76.2,Meadowview,VA,51191,24361
A1033693,1238904,,Unknown,C,GTOWER,61.0,62.5,New Market,VA,51171,22844
A0377817,1238921,,Unknown,A,TOWER,34.1,34.1,Roanoke,VA,51161,24019
A1270799,1238975,,Unknown,C,LTOWER,76.2,76.8,Stafford,VA,51179,22556
A1310180,1239026,Virginia Electric and Power Company,Utility Infrastructure,G,LTOWER,39.6,45.7,Williamsburg,VA,51095,23188
A0385501,1239070,,Unknown,A,TOWER,93.0,94.2,South Hill,VA,51117,23970
A0342906,1239088,"Virginia, Commonwealth of",Government,C,TOWER,15.0,20.0,Chesterfield,VA,51041,23832
A1343064,1239309,,Unknown,C,LTOWER,61.0,61.0,CREWE,VA,51135,23930
A1330194,1239342,,Unknown,C,LTOWER,76.2,78.9,Wytheville,VA,51197,24382
A0357263,1239347,,Unknown,A,TOWER,30.2,30.2,Roanoke,VA,51023,24083
A0718188,1239502,Community Wireless Structures,Other,C,POLE,45.4,45.4,Culpeper,VA,51047,22714
A1143963,1239532,,Unknown,C,MTOWER,43.9,45.4,CULPEPER,VA,51047,22714
A1117876,1239574,,Unknown,C,LTOWER,74.9,75.9,Lebanon,VA,51167,24266
A0835981,1239578,,Unknown,C,MAST,54.8,60.6,Blackstone,VA,51135,23824
A1211609,1239597,,Unknown,C,MTOWER,37.8,39.6,Lorton,VA,51059,22079
A1136693,1239759,,Unknown,C,LTOWER,119.5,122.8,Belle Haven,VA,51001,23306
A0337839,1239770,"Pegasus Tower Company, LTD",Tower Infrastructure,A,TOWER,0.0,81.0,Iron Gate,VA,51005,24422
A1344019,1239776,,Unknown,C,POLE,29.5,29.5,Herndon,VA,51059,20171
A1325990,1239929,,Unknown,C,LTOWER,76.5,77.7,Clifton Forge,VA,51005,24422
A1330639,1239944,,Unknown,C,MTOWER,54.8,60.7,Roanoke,VA,51770,24019
A1343073,1239996,,Unknown,C,TOWER,53.3,53.3,Daleville,VA,51023,24083
A0342917,1240147,New Kent County Board of Supervisors,Other,C,TOWER,78.0,78.0,WEST POINT,VA,51127,23089
A1127574,1240214,,Unknown,C,TOWER,78.3,79.2,Wythe,VA,51197,24368
A0398896,1240223,"TOWN CENTER ASSOCIATES, L.L.C.",Other,C,BMAST,93.1,121.9,VIRGINIA BEACH,VA,51810,23462
A0343780,1240306,Holtzman Oil Corp.,Other,C,SIGN,36.6,36.6,Winchester,VA,51069,22602
A1127572,1240346,,Unknown,C,MAST,59.7,60.6,Abingdon,VA,51191,24210
A1251711,1240533,,Unknown,C,LTOWER,46.0,47.5,Centreville,VA,51059,20121
A0729986,1240566,"Piedmont Communications, Inc.",Other,C,TOWER,86.3,87.2,Louisa,VA,51109,23093
A1086005,1240611,,Unknown,C,LTOWER,36.6,41.8,Remington,VA,51061,22712
A1253235,1240630,,Unknown,C,MTOWER,45.7,45.7,Chesapeake,VA,51550,23320
A1264125,1240631,,Unknown,C,MTOWER,45.7,46.0,Danville,VA,51590,24540
A1262767,1240633,,Unknown,C,POLE,36.6,36.6,Wiliamsburg,VA,51095,23185
A1029458,1240634,,Unknown,C,LTOWER,76.2,78.0,Coeburn,VA,51195,24230
A0402059,1240635,,Unknown,A,TOWER,76.2,77.4,Clinchport,VA,51169,24244
A1127567,1240636,,Unknown,C,TOWER,76.2,77.4,Abingdon,VA,51191,24210
A1127566,1240638,,Unknown,C,TOWER,76.2,77.4,Bristol,VA,51191,24202
A1080392,1240745,,Unknown,C,MAST,76.2,76.2,Boykins,VA,51175,23827
A1343078,1240762,,Unknown,C,TOWER,30.2,30.2,Cloverdale,VA,51023,24083
A0587108,1240776,,Unknown,C,TOWER,91.4,94.5,Duffield,VA,51169,24244
A1211610,1240914,,Unknown,C,POLE,36.9,36.9,Manassas,VA,51153,20109
A1233020,1240975,,Unknown,C,LTOWER,15.2,18.3,NEWINGTON,VA,51059,22079
A1258279,1241154,,Unknown,C,MTOWER,36.9,37.5,Manassas,VA,51153,20111
A1343080,1241170,,Unknown,C,TOWER,60.9,62.8,Lawrenceville,VA,51025,23868
A1330677,1241203,,Unknown,C,POLE,57.9,59.4,Ferrum,VA,51067,24088
A0591143,1241252,"Virginia, Commonwealth of",Government,C,TOWER,82.3,82.3,Hiwassee,VA,51155,24347
A0415966,1241254,"Virginia, Commonwealth of",Government,C,TOWER,30.4,36.5,Wytheville,VA,51197,24382
A1262764,1241257,,Unknown,C,POLE,41.5,41.5,Newport News,VA,51700,23608
A1127556,1241291,,Unknown,C,MAST,42.7,42.7,Yorktown,VA,51199,23692
A0391904,1241397,,Unknown,A,TOWER,38.7,38.7,Roanoke,VA,51161,24019
A0561481,1241427,,Unknown,C,B,101.5,101.5,Doswell,VA,51085,23047
A1278331,1241649,,Unknown,C,MTOWER,59.7,60.4,Fredericksburg,VA,51179,22405
A1330688,1241654,,Unknown,C,LTOWER,91.4,96.0,Galax,VA,51077,24333
A0862226,1241702,,Unknown,A,TOWER,57.9,57.9,King George,VA,51099,22485
A1051861,1241830,,Unknown,C,MTOWER,56.4,60.7,Bristol,VA,51520,24201
A1127550,1241832,,Unknown,C,TOWER,76.2,79.2,Virgilina,VA,51083,24598
A1127549,1241833,,Unknown,C,TOWER,76.2,79.2,Nathalie,VA,51083,24577
A0361148,1241867,Radford University,Other,C,BTWR,54.9,73.2,Radford,VA,51750,24142
A1301816,1241927,,Unknown,C,GTOWER,91.7,92.7,Buckingham,VA,51029,23921
A1127545,1241935,,Unknown,C,TOWER,76.2,79.3,Halifax,VA,51083,24520
A1127544,1241941,,Unknown,C,TOWER,91.4,94.4,South Boston,VA,51083,24558
A1330700,1242030,,Unknown,C,MTOWER,38.1,39.6,Pulaski,VA,51155,24301
A0476855,1242296,"3 Daughters Media, Inc.",Broadcasting/Media,C,TOWER,64.9,65.5,Bedford,VA,51515,24523
A1019220,1242311,,Unknown,C,TOWER,57.9,60.9,Danville,VA,51590,24541
A1085639,1242426,Fauquier Sheriffs Office Communications,Government,C,,91.4,91.4,WARRENTON,VA,51061,20186
A0650255,1242439,"ALBEMARLE, COUNTY OF",Government,C,TOWER,76.2,82.3,Charlottesville,VA,51003,22902
A0388098,1242459,County of York,Government,C,TOWER,91.4,91.5,Williamsburg,VA,51095,23185
A0416581,1242460,County of York,Government,C,TOWER,115.8,121.9,Williamsburg,VA,51095,23168
A0389281,1242461,County of york,Government,C,TOWER,54.9,60.9,Williamsburg,VA,51830,23186
A0367455,1242462,County of York,Government,G,TOWER,42.7,42.7,Williamsburg,VA,51095,23168
A0388097,1242463,County of York,Government,C,TOWER,115.8,121.9,Williamsburg,VA,51095,23188
A0388099,1242464,County of York,Government,C,TOWER,42.7,42.7,Yorktown,VA,51199,23692
A1165621,1242647,,Unknown,C,MTOWER,60.7,60.7,Poquoson,VA,51735,23662
A0727780,1242706,,Unknown,C,TOWER,59.4,60.7,Rosedale,VA,51167,24280
A1019222,1242898,,Unknown,C,TOWER,59.4,60.9,Danville,VA,51143,24540
A1127530,1242921,,Unknown,C,MAST,44.2,45.7,Hampton,VA,51650,23669
A1297475,1243302,,Unknown,C,,80.2,95.7,Charlottesville,VA,51003,22902
A1254468,1243335,,Unknown,C,GTOWER,91.4,96.6,Suffolk,VA,51800,23434
A1238727,1243404,"Northern Neck Electric Cooperative, Inc.",Utility Infrastructure,C,LTOWER,97.5,97.5,Warsaw,VA,51159,22572
A0541747,1243622,,Unknown,C,TOWER,79.3,82.0,Saltville,VA,51173,24370
A1301630,1243638,"Mid-Atlantic Towers, LLC",Other,C,TOWER,32.0,32.0,Springfield,VA,51059,22153
A0379603,1243722,City of WInchester,Government,G,TANK,46.0,52.0,Winchester,VA,51840,22601
A1127518,1243737,,Unknown,C,MAST,53.3,60.6,Ruckersville,VA,51079,22968
A1029141,1243959,,Unknown,C,TOWER,76.2,77.4,Jonesville,VA,51105,24277
A1029140,1243961,,Unknown,C,TOWER,76.5,78.6,Cedar Bluff,VA,51167,24280
A1127515,1243963,,Unknown,C,TOWER,76.2,79.2,Duffield,VA,51169,24244
A1029138,1243984,,Unknown,C,TOWER,76.2,79.2,Jonesville,VA,51105,24263
A1078782,1244029,,Unknown,C,LTOWER,76.5,79.2,Jonesville,VA,51105,24243
A1205045,1244030,,Unknown,C,LTOWER,59.4,61.0,Fredericksberg,VA,51179,22471
A1029131,1244032,,Unknown,C,TOWER,59.7,60.4,LEE,VA,51105,24263
A1304682,1244053,,Unknown,C,LTOWER,67.4,68.6,Smith's Crossroads,VA,51145,23139
A1263994,1244055,,Unknown,C,MTOWER,59.4,61.0,Goochland,VA,51075,23063
A1251707,1244082,,Unknown,C,LTOWER,60.4,61.0,Richmond,VA,51075,23238
A1029119,1244155,,Unknown,C,MTOWER,33.5,34.1,Roanoke,VA,51023,24019
A1127511,1244185,,Unknown,C,MAST,57.9,60.0,Gladys,VA,51031,24554
A1339356,1244232,,Unknown,C,LTOWER,59.4,60.7,Radford,VA,51121,24060
A1127510,1244274,,Unknown,C,MAST,59.4,60.6,Richlands,VA,51185,24641
A1345467,1244372,,Unknown,C,MTOWER,38.4,39.0,Virginia Beach,VA,51810,23454
A1271583,1244387,,Unknown,C,LTOWER,59.1,61.0,Ruther Glen,VA,51033,22546
A0724201,1244388,,Unknown,C,TOWER,64.6,66.1,Hartwood,VA,51179,22406
A1325788,1244389,,Unknown,C,MTOWER,59.4,60.7,Powhatan,VA,51145,23139
A1263996,1244391,,Unknown,C,LTOWER,76.5,78.6,Amelia,VA,51007,23002
A0393065,1244418,,Unknown,A,TOWER,57.9,60.7,Hardy,VA,51161,24101
A1234273,1244420,Commonwealth of VA,Government,C,MTOWER,59.4,59.4,Richmond,VA,51085,23005
A1178990,1244967,,Unknown,C,MTOWER,40.8,41.5,Hampton,VA,51650,23669
A1259706,1245015,,Unknown,C,MTOWER,59.1,60.7,Hardy,VA,51161,24101
A0734343,1245031,,Unknown,C,TOWER,76.2,77.4,Bastian,VA,51021,24314
A1127474,1245172,,Unknown,C,MAST,44.2,50.6,Virginia Beach,VA,51810,23456
A0597636,1245176,VIRGINIA ELECTRIC & POWER COMPANY,Utility Infrastructure,C,TOWER,38.1,38.1,Virginia Beach,VA,51810,23453
A1028493,1245252,,Unknown,C,MTOWER,27.7,27.7,Blacksburg,VA,51121,24060
A1234274,1245253,Commonwealth of VA,Government,C,TOWER,60.3,60.3,Croaker,VA,51095,23188
A1127469,1245342,,Unknown,C,POLE,23.4,35.9,Lynchburg,VA,51031,24502
A0400591,1245546,,Unknown,A,TOWER,35.1,36.6,Lovingston,VA,51125,22949
A1292874,1245582,,Unknown,C,LTOWER,76.2,77.7,Richlands,VA,51185,24641
A1028465,1245613,,Unknown,C,MAST,84.1,85.6,Fraleyton,VA,51169,24244
A1028463,1245617,,Unknown,C,TOWER,83.8,86.3,DUFFIELD,VA,51169,24244
A1127466,1245707,,Unknown,C,TOWER,54.8,59.4,Clover,VA,51083,24534
A0476524,1245730,"Danville, City of",Government,C,TOWER,46.0,46.0,Danville,VA,51590,24541
A1127459,1245995,,Unknown,C,POLE,59.7,60.6,Independence,VA,51077,24348
A1028422,1246021,,Unknown,C,MAST,84.4,88.1,Duffield,VA,51169,24244
A1330980,1246097,,Unknown,C,POLE,36.6,38.1,Palmyra,VA,51065,22963
A1330981,1246099,,Unknown,C,LTOWER,59.4,60.7,Galax,VA,51077,24333
A1028376,1246347,,Unknown,C,POLE,38.4,39.3,Winchester,VA,51069,22602
A0416642,1246367,,Unknown,G,TOWER,149.4,150.0,Pilkinton,VA,51145,23139
A0416832,1246369,,Unknown,A,TOWER,79.2,79.2,Richmond,VA,51087,23233
A1242884,1246414,,Unknown,C,POLE,38.7,38.7,Norfolk,VA,51710,23503
A0693646,1246554,,Unknown,C,POLE,80.7,80.7,Arvonia,VA,51029,23123
A1127430,1246606,,Unknown,C,POLE,59.4,60.6,Abingdon,VA,51191,24211
A1253194,1246662,,Unknown,C,LTOWER,76.5,78.3,Franklin,VA,51175,23851
A0591177,1246746,Communications Officer,Other,C,TOWER,76.2,82.3,Cumberland,VA,51049,23040
A1264094,1246866,,Unknown,C,MTOWER,31.1,31.4,Fredricksburg,VA,51177,22408
A1127424,1247114,,Unknown,C,POLE,25.9,25.9,Ashland,VA,51085,23005
A0494482,1247154,"Virginia, Commonwealth of",Government,C,TOWER,92.9,102.1,Williamsburg,VA,51199,23188
A0494484,1247155,"Virginia, Commonwealth of",Government,C,TOWER,106.6,112.7,West Point,VA,51101,23181
A0494489,1247157,"Virginia, Commonwealth of",Government,C,TOWER,121.9,128.0,Farmville,VA,51147,23942
A1049915,1247165,,Unknown,C,TOWER,100.6,106.7,Sugar Grove,VA,51173,24375
A0494488,1247172,"Virginia, Commonwealth of",Government,C,TOWER,76.2,82.3,Lawrenceville,VA,51025,23868
A1080442,1247227,,Unknown,C,TOWER,76.2,79.2,Spring Grove,VA,51181,23881
