LONG_SCHOOL_YEAR,DETAIL_LVL_DESC,SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,GRADES_SERVED_DESC,ENROLLMENT_PERIOD,GRADE_LEVEL,ENROLLMENT_COUNT,source_file,#RPT_NAME
2021-22,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,10th,814,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,10th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,10th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Fall,10th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Fall,10th,442,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Fall,11th,11,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Fall,11th,274,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Fall,11th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0105,Alps Road Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Fall,11th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0178,Timothy Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Fall,11th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Fall,11th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,11th,670,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,11th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Fall,11th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Fall,11th,385,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Fall,12th,10,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Fall,12th,247,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Fall,12th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0105,Alps Road Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Fall,12th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0178,Timothy Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Fall,12th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Fall,12th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Fall,12th,635,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Fall,12th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Fall,12th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Fall,12th,378,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Spring,K,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Spring,K,57,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Spring,K,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Spring,K,105,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Spring,K,48,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Spring,K,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Spring,K,81,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Spring,K,59,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0178,Timothy Elementary School,"PK,KK,01,02,03,04,05",Spring,K,101,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Spring,K,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Spring,K,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0105,Alps Road Elementary School,"PK,KK,01,02,03,04,05",Spring,K,47,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Spring,K,67,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Spring,K,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Spring,K,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Spring,K,939,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Spring,K,50,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Spring,K,65,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Spring,K,51,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Spring,K,85,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Spring,K,70,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Spring,K,53,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,62,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Spring,1st,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,66,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Spring,1st,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,86,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,39,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Spring,1st,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,69,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Spring,1st,62,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0178,Timothy Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,89,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Spring,1st,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Spring,1st,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0105,Alps Road Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,53,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,75,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Spring,1st,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Spring,1st,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Spring,1st,960,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,48,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,77,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,69,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,82,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Spring,1st,83,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,48,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Spring,2nd,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,67,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Spring,2nd,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,109,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,40,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Spring,2nd,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,85,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Spring,2nd,57,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0178,Timothy Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,76,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Spring,2nd,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Spring,2nd,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0105,Alps Road Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,54,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,70,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Spring,2nd,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Spring,2nd,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Spring,2nd,942,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,57,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,75,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,52,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,89,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Spring,2nd,63,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,80,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Spring,3rd,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Spring,3rd,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Spring,3rd,950,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,51,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,73,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,66,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,89,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,70,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,59,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Spring,3rd,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,57,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Spring,3rd,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,111,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,43,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Spring,3rd,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,58,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Spring,3rd,59,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0178,Timothy Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,81,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Spring,3rd,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Spring,3rd,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0105,Alps Road Elementary School,"PK,KK,01,02,03,04,05",Spring,3rd,53,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,48,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Spring,4th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,72,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Spring,4th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,99,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,55,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Spring,4th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,76,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Spring,4th,61,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0178,Timothy Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,63,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0102,Cedar Shoals High School,"09,10,11,12",Spring,4th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0104,Classic City High School,"09,10,11,12",Spring,4th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0105,Alps Road Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,44,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5056,Chase Street Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,72,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5058,Hilsman Middle School,"06,07,08",Spring,4th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,5556,Clarke Central High School,"09,10,11,12",Spring,4th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,District,629,Clarke County,ALL,All Column Values,"PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",Spring,4th,927,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,2056,Barnett Shoals Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,63,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,2062,Winterville Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,60,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,3056,Barrow Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,61,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,3058,Fowler Drive Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,59,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,4060,Oglethorpe Avenue Elementary School,"PK,KK,01,02,03,04,05",Spring,4th,94,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0291,Howard B. Stroud Elementary School,"PK,KK,01,02,03,04,05",Spring,5th,63,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0296,Burney-Harris-Lyons Middle School,"06,07,08",Spring,5th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0391,Whit Davis Road Elementary School,"PK,KK,01,02,03,04,05",Spring,5th,67,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,1058,Clarke Middle School,"06,07,08",Spring,5th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,1062,Whitehead Road Elementary School,"PK,KK,01,02,03,04,05",Spring,5th,109,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0191,Cleveland Road Elementary School,"PK,KK,01,02,03,04,05",Spring,5th,45,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0196,Coile Middle School,"06,07,08",Spring,5th,TFS,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0205,Gaines Elementary School,"PK,KK,01,02,03,04,05",Spring,5th,70,Enrollment_by_Grade_Level_2022_Dec072022.csv,
2021-22,School,629,Clarke County,0112,Judia Jackson Harris Elementary,"PK,KK,01,02,03,04,05",Spring,5th,57,Enrollment_by_Grade_Level_2022_Dec072022.csv,
